source_hpf,target_hpf,source,target,mass,conditional_target_fraction,source_mass_fraction,model,matrix_kind
12.0,14.0,microglia,macrophage_immature,0.0032609359007070345,0.11877856303559357,0.05323548707240286,M1,raw
12.0,14.0,microglia,non_specific_hematopoietic,0.0033371534609532606,0.12155476366013288,0.05323548707240286,M1,raw
12.0,14.0,non_specific_hematopoietic,erythroblast,0.019379464993687767,0.11436445386282006,0.32858501960837805,M1,raw
12.0,14.0,non_specific_hematopoietic,hematopoietic_stem_and_progenitor_HSPC,0.0025807963904178766,0.015230109284101175,0.32858501960837805,M1,raw
12.0,14.0,non_specific_hematopoietic,macrophage,0.0048193460075587335,0.028440510319038218,0.32858501960837805,M1,raw
12.0,14.0,non_specific_hematopoietic,macrophage_immature,0.12485750451546397,0.7368242786494175,0.32858501960837805,M1,raw
12.0,14.0,non_specific_hematopoietic,non_specific_hematopoietic,0.017816458141248725,0.10514064788462307,0.32858501960837805,M1,raw
14.0,16.0,erythroblast,erythroblast,0.2100674547066425,0.5654309587039698,0.5887240804450797,M0,raw
14.0,16.0,erythroblast,hematopoietic_stem_and_progenitor_HSPC,0.05650414019259729,0.1520901474455459,0.5887240804450797,M0,raw
14.0,16.0,erythroblast,macrophage,0.014226602446004624,0.03829323048340944,0.5887240804450797,M0,raw
14.0,16.0,erythroblast,macrophage_immature,0.034997495948234286,0.09420149215347576,0.5887240804450797,M0,raw
14.0,16.0,erythroblast,neutrophil,0.00229680743642188,0.006182233380930117,0.5887240804450797,M0,raw
14.0,16.0,erythroblast,non_specific_hematopoietic,0.05342492588596839,0.1438019378326691,0.5887240804450797,M0,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,erythroblast,0.0013106372105057458,0.054109432257148087,0.03838328378588224,M0,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,hematopoietic_stem_and_progenitor_HSPC,0.014749948495489142,0.608949091720904,0.03838328378588224,M0,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,macrophage,7.975683039696298e-05,0.003292747052209837,0.03838328378588224,M0,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,macrophage_immature,0.006138017668191334,0.2534070058044648,0.03838328378588224,M0,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,neutrophil,0.0013377859320119045,0.05523026256429221,0.03838328378588224,M0,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,non_specific_hematopoietic,0.0006058269249057542,0.02501146060098111,0.03838328378588224,M0,raw
14.0,16.0,macrophage,erythroblast,1.3366366562617715e-07,2.1188501353783617e-05,0.00999644859027102,M0,raw
14.0,16.0,macrophage,hematopoietic_stem_and_progenitor_HSPC,1.5061147477053446e-05,0.0023875085440166434,0.00999644859027102,M0,raw
14.0,16.0,macrophage,macrophage,7.858146263453846e-06,0.001245681404601649,0.00999644859027102,M0,raw
14.0,16.0,macrophage,macrophage_immature,0.006285258335995839,0.9963455972663832,0.00999644859027102,M0,raw
14.0,16.0,macrophage,neutrophil,1.3880413559225335e-10,2.2003373924613057e-08,0.00999644859027102,M0,raw
14.0,16.0,macrophage,non_specific_hematopoietic,1.4384658114810773e-11,2.2802707565405236e-09,0.00999644859027102,M0,raw
14.0,16.0,macrophage_immature,erythroblast,0.004952922209033508,0.08708720018466684,0.09012386093203932,M0,raw
14.0,16.0,macrophage_immature,hematopoietic_stem_and_progenitor_HSPC,0.014991231952358686,0.26359073753847495,0.09012386093203932,M0,raw
14.0,16.0,macrophage_immature,macrophage,0.003097886594001748,0.054470120582384624,0.09012386093203932,M0,raw
14.0,16.0,macrophage_immature,macrophage_immature,0.02551293978169974,0.4485938604115081,0.09012386093203932,M0,raw
14.0,16.0,macrophage_immature,neutrophil,0.00020537258423004872,0.003611064862408706,0.09012386093203932,M0,raw
14.0,16.0,macrophage_immature,non_specific_hematopoietic,0.008112783212499435,0.14264701642055672,0.09012386093203932,M0,raw
14.0,16.0,non_specific_hematopoietic,erythroblast,0.044071444578017545,0.25602925282866357,0.2727723262467277,M0,raw
14.0,16.0,non_specific_hematopoietic,hematopoietic_stem_and_progenitor_HSPC,0.05854490344905763,0.3401115627252428,0.2727723262467277,M0,raw
14.0,16.0,non_specific_hematopoietic,macrophage,0.016836127510452374,0.09780802940095343,0.2727723262467277,M0,raw
14.0,16.0,non_specific_hematopoietic,macrophage_immature,0.024495236912067047,0.14230296430051206,0.2727723262467277,M0,raw
14.0,16.0,non_specific_hematopoietic,neutrophil,0.0041853053874871555,0.024314170354030145,0.2727723262467277,M0,raw
14.0,16.0,non_specific_hematopoietic,non_specific_hematopoietic,0.02400139294257412,0.13943402039059807,0.2727723262467277,M0,raw
14.0,16.0,erythroblast,erythroblast,0.21011977708331048,0.5654123974929063,0.588925571639728,M1,raw
14.0,16.0,erythroblast,hematopoietic_stem_and_progenitor_HSPC,0.05653061476054139,0.15211852433496784,0.588925571639728,M1,raw
14.0,16.0,erythroblast,macrophage,0.014231162677629989,0.03829470942889869,0.588925571639728,M1,raw
14.0,16.0,erythroblast,macrophage_immature,0.035005070482706756,0.09419532564127905,0.588925571639728,M1,raw
14.0,16.0,erythroblast,neutrophil,0.0022976647841154245,0.0061827980795288555,0.588925571639728,M1,raw
14.0,16.0,erythroblast,non_specific_hematopoietic,0.05343787133692432,0.1437962450224193,0.588925571639728,M1,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,erythroblast,0.0013054646436818909,0.05402151620514791,0.03829632962157623,M1,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,hematopoietic_stem_and_progenitor_HSPC,0.014708736352448099,0.6086631630099087,0.03829632962157623,M1,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,macrophage,7.93460166808869e-05,0.0032834226087129137,0.03829632962157623,M1,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,macrophage_immature,0.0061358125571452345,0.25390645322474265,0.03829632962157623,M1,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,neutrophil,0.0013331644702765846,0.05516776450724262,0.03829632962157623,M1,raw
14.0,16.0,hematopoietic_stem_and_progenitor_HSPC,non_specific_hematopoietic,0.0006031183812861613,0.024957680444245112,0.03829632962157623,M1,raw
14.0,16.0,macrophage,erythroblast,1.3347580317466407e-07,2.1199192016997017e-05,0.009977966507132677,M1,raw
14.0,16.0,macrophage,hematopoietic_stem_and_progenitor_HSPC,1.5036949554691496e-05,0.0023882319744700435,0.009977966507132677,M1,raw
14.0,16.0,macrophage,macrophage,7.855194097285387e-06,0.0012475951748439711,0.009977966507132677,M1,raw
14.0,16.0,macrophage,macrophage_immature,0.006273242644968789,0.9963429493350365,0.009977966507132677,M1,raw
14.0,16.0,macrophage,neutrophil,1.388057481795365e-10,2.20457164424801e-08,0.009977966507132677,M1,raw
14.0,16.0,macrophage,non_specific_hematopoietic,1.434237136163202e-11,2.2779161259396664e-09,0.009977966507132677,M1,raw
14.0,16.0,macrophage_immature,erythroblast,0.004950923583840612,0.08704460479591575,0.09013701523817962,M1,raw
14.0,16.0,macrophage_immature,hematopoietic_stem_and_progenitor_HSPC,0.014993825295073177,0.26361376318723373,0.09013701523817962,M1,raw
14.0,16.0,macrophage_immature,macrophage,0.003095733678232679,0.05442760527645528,0.09013701523817962,M1,raw
14.0,16.0,macrophage_immature,macrophage_immature,0.02551791402296677,0.44864290545608376,0.09013701523817962,M1,raw
14.0,16.0,macrophage_immature,neutrophil,0.00020584730765913062,0.0036191020200705137,0.09013701523817962,M1,raw
14.0,16.0,macrophage_immature,non_specific_hematopoietic,0.008113762456773827,0.14265201926424104,0.09013701523817962,M1,raw
14.0,16.0,non_specific_hematopoietic,erythroblast,0.04403006074050548,0.2559067238975267,0.2726631169933832,M1,raw
14.0,16.0,non_specific_hematopoietic,hematopoietic_stem_and_progenitor_HSPC,0.05853392383477533,0.3402044974161155,0.2726631169933832,M1,raw
14.0,16.0,non_specific_hematopoietic,macrophage,0.01683114755681742,0.09782416281653211,0.2726631169933832,M1,raw
14.0,16.0,non_specific_hematopoietic,macrophage_immature,0.02448697228682071,0.14232051354689718,0.2726631169933832,M1,raw
14.0,16.0,non_specific_hematopoietic,neutrophil,0.004186785211368918,0.024333977039426937,0.2726631169933832,M1,raw
14.0,16.0,non_specific_hematopoietic,non_specific_hematopoietic,0.023986225100251748,0.13941012528350147,0.2726631169933832,M1,raw
16.0,19.0,erythroblast,erythroblast,0.26965058791125635,0.7217671795076754,0.4858709855549445,M0,raw
16.0,19.0,erythroblast,hematopoietic_stem_and_progenitor_HSPC,0.06047955729299123,0.16188416210537368,0.4858709855549445,M0,raw
16.0,19.0,erythroblast,macrophage,0.0031590248007033156,0.00845568495904343,0.4858709855549445,M0,raw
16.0,19.0,erythroblast,macrophage_immature,0.02042435625066487,0.054669378318410726,0.4858709855549445,M0,raw
16.0,19.0,erythroblast,neutrophil,0.0011510896277501434,0.003081093649442324,0.4858709855549445,M0,raw
16.0,19.0,erythroblast,non_specific_hematopoietic,0.018733125281849883,0.05014250146005447,0.4858709855549445,M0,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,erythroblast,0.034639343786639576,0.27869534613282154,0.16164291104150538,M0,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,hematopoietic_stem_and_progenitor_HSPC,0.05445414799432437,0.4381179307876947,0.16164291104150538,M0,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,macrophage,0.01999064482768175,0.16083733323545002,0.16164291104150538,M0,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,macrophage_immature,4.381024243312247e-05,0.00035248100409370885,0.16164291104150538,M0,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,neutrophil,0.00415657601565797,0.03344227299877387,0.16164291104150538,M0,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,non_specific_hematopoietic,0.011006550763646122,0.0885546358411661,0.16164291104150538,M0,raw
16.0,19.0,macrophage,erythroblast,0.0218990618854479,0.13722678147533127,0.20754073813023946,M0,raw
16.0,19.0,macrophage,hematopoietic_stem_and_progenitor_HSPC,0.04245248072992944,0.2660213175653386,0.20754073813023946,M0,raw
16.0,19.0,macrophage,macrophage,0.05448372915953673,0.3414131086731692,0.20754073813023946,M0,raw
16.0,19.0,macrophage,macrophage_immature,7.581446244414887e-12,4.7507855473052555e-11,0.20754073813023946,M0,raw
16.0,19.0,macrophage,neutrophil,0.027671122044424023,0.1733964239121439,0.20754073813023946,M0,raw
16.0,19.0,macrophage,non_specific_hematopoietic,0.01307660921381425,0.08194236832650924,0.20754073813023946,M0,raw
16.0,19.0,macrophage_immature,erythroblast,0.00968607674132579,0.25138320079085896,0.050110458619441925,M0,raw
16.0,19.0,macrophage_immature,hematopoietic_stem_and_progenitor_HSPC,0.018800820026689643,0.4879385577896238,0.050110458619441925,M0,raw
16.0,19.0,macrophage_immature,macrophage,0.004202031006765436,0.10905550642566415,0.050110458619441925,M0,raw
16.0,19.0,macrophage_immature,macrophage_immature,0.0008337791190611073,0.021639108309756683,0.050110458619441925,M0,raw
16.0,19.0,macrophage_immature,neutrophil,0.0033048852520799837,0.08577184087028569,0.050110458619441925,M0,raw
16.0,19.0,macrophage_immature,non_specific_hematopoietic,0.0017035297065053606,0.04421178581381078,0.050110458619441925,M0,raw
16.0,19.0,neutrophil,erythroblast,0.004188977838832589,0.27260617715541113,0.019984307050701783,M0,raw
16.0,19.0,neutrophil,hematopoietic_stem_and_progenitor_HSPC,0.005251467217165287,0.34174981525501613,0.019984307050701783,M0,raw
16.0,19.0,neutrophil,macrophage,0.003921960184607554,0.25522946504285,0.019984307050701783,M0,raw
16.0,19.0,neutrophil,macrophage_immature,1.0358348418624896e-12,6.740904040762536e-11,0.019984307050701783,M0,raw
16.0,19.0,neutrophil,neutrophil,0.0014646575311600858,0.09531554134998858,0.019984307050701783,M0,raw
16.0,19.0,neutrophil,non_specific_hematopoietic,0.0005393455842788267,0.03509900112932503,0.019984307050701783,M0,raw
16.0,19.0,non_specific_hematopoietic,erythroblast,0.02428894261242438,0.42201709990285263,0.07485059960316666,M0,raw
16.0,19.0,non_specific_hematopoietic,hematopoietic_stem_and_progenitor_HSPC,0.02084930936178816,0.36225393637920056,0.07485059960316666,M0,raw
16.0,19.0,non_specific_hematopoietic,macrophage,0.0004198476985558151,0.007294797100585962,0.07485059960316666,M0,raw
16.0,19.0,non_specific_hematopoietic,macrophage_immature,0.000655802887262259,0.011394486660311287,0.07485059960316666,M0,raw
16.0,19.0,non_specific_hematopoietic,neutrophil,1.8545560942034888e-06,3.2222661849535244e-05,0.07485059960316666,M0,raw
16.0,19.0,non_specific_hematopoietic,non_specific_hematopoietic,0.011338646764702849,0.1970074572952,0.07485059960316666,M0,raw
16.0,19.0,erythroblast,erythroblast,0.2699139055958139,0.7216348332237905,0.4866435610779808,M1,raw
16.0,19.0,erythroblast,hematopoietic_stem_and_progenitor_HSPC,0.06058181763478154,0.16196997990439102,0.4866435610779808,M1,raw
16.0,19.0,erythroblast,macrophage,0.003179042363046663,0.008499405395229564,0.4866435610779808,M1,raw
16.0,19.0,erythroblast,macrophage_immature,0.020441193102299214,0.05465104490526762,0.4866435610779808,M1,raw
16.0,19.0,erythroblast,neutrophil,0.0011554362927254974,0.0030891445720853984,0.4866435610779808,M1,raw
16.0,19.0,erythroblast,non_specific_hematopoietic,0.018759753688034102,0.050155591999235756,0.4866435610779808,M1,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,erythroblast,0.03453072147201679,0.2784125486430127,0.16136898114123543,M1,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,hematopoietic_stem_and_progenitor_HSPC,0.05435474052092039,0.4382486433572691,0.16136898114123543,M1,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,macrophage,0.019955172412948984,0.16089355140182005,0.16136898114123543,M1,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,macrophage_immature,4.359917851732327e-05,0.0003515292438817583,0.16136898114123543,M1,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,neutrophil,0.004155054085324978,0.033501159209267,0.16136898114123543,M1,raw
16.0,19.0,hematopoietic_stem_and_progenitor_HSPC,non_specific_hematopoietic,0.010987885819110633,0.08859256814474939,0.16136898114123543,M1,raw
16.0,19.0,macrophage,erythroblast,0.021779543506626694,0.13700907053746425,0.20682482387867604,M1,raw
16.0,19.0,macrophage,hematopoietic_stem_and_progenitor_HSPC,0.042264809629024735,0.26587620084661867,0.20682482387867604,M1,raw
16.0,19.0,macrophage,macrophage,0.05430616758735477,0.3416250456916785,0.20682482387867604,M1,raw
16.0,19.0,macrophage,macrophage_immature,7.41801312520242e-12,4.666466417027801e-11,0.20682482387867604,M1,raw
16.0,19.0,macrophage,neutrophil,0.027579808458749095,0.17349692941841488,0.20682482387867604,M1,raw
16.0,19.0,macrophage,non_specific_hematopoietic,0.01303391617932014,0.08199275345915899,0.20682482387867604,M1,raw
16.0,19.0,macrophage_immature,erythroblast,0.009704827585368404,0.25142054022169935,0.050221569323900636,M1,raw
16.0,19.0,macrophage_immature,hematopoietic_stem_and_progenitor_HSPC,0.018822543966285528,0.4876309373579201,0.050221569323900636,M1,raw
16.0,19.0,macrophage_immature,macrophage,0.004218199731527826,0.10927984510128669,0.050221569323900636,M1,raw
16.0,19.0,macrophage_immature,macrophage_immature,0.0008348818205139625,0.0216290744465532,0.050221569323900636,M1,raw
16.0,19.0,macrophage_immature,neutrophil,0.0033136239686659416,0.08584522712692137,0.050221569323900636,M1,raw
16.0,19.0,macrophage_immature,non_specific_hematopoietic,0.0017059019779212343,0.04419437574561927,0.050221569323900636,M1,raw
16.0,19.0,neutrophil,erythroblast,0.004182898652288947,0.27222270845769186,0.01999199810597336,M1,raw
16.0,19.0,neutrophil,hematopoietic_stem_and_progenitor_HSPC,0.005249377857002518,0.3416290894758086,0.01999199810597336,M1,raw
16.0,19.0,neutrophil,macrophage,0.003926923054906287,0.25556383713159553,0.01999199810597336,M1,raw
16.0,19.0,neutrophil,macrophage_immature,1.01363320569547e-12,6.596716764487665e-11,0.01999199810597336,M1,raw
16.0,19.0,neutrophil,neutrophil,0.001467601316830609,0.09551137586971732,0.01999199810597336,M1,raw
16.0,19.0,neutrophil,non_specific_hematopoietic,0.0005389218234134965,0.03507298899921942,0.01999199810597336,M1,raw
16.0,19.0,non_specific_hematopoietic,erythroblast,0.024302146458840428,0.42187288843721005,0.07494906647223376,M1,raw
16.0,19.0,non_specific_hematopoietic,hematopoietic_stem_and_progenitor_HSPC,0.020882591440068935,0.36251115446929116,0.07494906647223376,M1,raw
16.0,19.0,non_specific_hematopoietic,macrophage,0.00042429160372624557,0.007365486201262411,0.07494906647223376,M1,raw
16.0,19.0,non_specific_hematopoietic,macrophage_immature,0.0006560695443985121,0.011389033235391468,0.07494906647223376,M1,raw
16.0,19.0,non_specific_hematopoietic,neutrophil,1.876951649131984e-06,3.258292492876686e-05,0.07494906647223376,M1,raw
16.0,19.0,non_specific_hematopoietic,non_specific_hematopoietic,0.01133840022936859,0.19682885473191614,0.07494906647223376,M1,raw
19.0,24.0,erythroblast,erythroblast,0.24001255289230092,0.6736262843242389,0.48341767204113534,M0,raw
19.0,24.0,erythroblast,hematopoietic_stem_and_progenitor_HSPC,0.03469792351657225,0.09738421182796794,0.48341767204113534,M0,raw
19.0,24.0,erythroblast,innate-lymphoid-cell,0.0002203462054507982,0.0006184301356494921,0.48341767204113534,M0,raw
19.0,24.0,erythroblast,macrophage,0.0253826589564482,0.07123971656088345,0.48341767204113534,M0,raw
19.0,24.0,erythroblast,macrophage_immature,0.02843230397081749,0.07979893987975438,0.48341767204113534,M0,raw
19.0,24.0,erythroblast,neutrophil,0.01095877841436681,0.030757229549219098,0.48341767204113534,M0,raw
19.0,24.0,erythroblast,non_specific_hematopoietic,0.016594705353396706,0.04657518772228669,0.48341767204113534,M0,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,erythroblast,0.012115476932629708,0.16860473551056573,0.09749410071978291,M0,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,hematopoietic_stem_and_progenitor_HSPC,0.01229708405907392,0.17113206660047883,0.09749410071978291,M0,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,innate-lymphoid-cell,0.00016561448160246073,0.0023047698429517352,0.09749410071978291,M0,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,macrophage,0.02001421915864418,0.27852738661945964,0.09749410071978291,M0,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,macrophage_immature,0.016020715616517283,0.22295189320513098,0.09749410071978291,M0,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,neutrophil,0.009285935220958663,0.12922748816279175,0.09749410071978291,M0,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,non_specific_hematopoietic,0.0019582300450594627,0.0272516600586214,0.09749410071978291,M0,raw
19.0,24.0,macrophage,erythroblast,0.0069463815370405845,0.03575348482652937,0.26360148135937955,M0,raw
19.0,24.0,macrophage,hematopoietic_stem_and_progenitor_HSPC,0.00312284030140047,0.01607346540589882,0.26360148135937955,M0,raw
19.0,24.0,macrophage,innate-lymphoid-cell,0.0012127067839173833,0.006241881959206593,0.26360148135937955,M0,raw
19.0,24.0,macrophage,macrophage,0.10325109322725723,0.5314402002450419,0.26360148135937955,M0,raw
19.0,24.0,macrophage,macrophage_immature,0.057507298658421746,0.29599386659583676,0.26360148135937955,M0,raw
19.0,24.0,macrophage,neutrophil,0.016196513730820428,0.08336452652790405,0.26360148135937955,M0,raw
19.0,24.0,macrophage,non_specific_hematopoietic,0.006048605928538508,0.031132574439582443,0.26360148135937955,M0,raw
19.0,24.0,macrophage_immature,erythroblast,0.002316482247886389,0.3600874073804882,0.008728279267914259,M0,raw
19.0,24.0,macrophage_immature,hematopoietic_stem_and_progenitor_HSPC,0.0019322710186025116,0.3003633902568798,0.008728279267914259,M0,raw
19.0,24.0,macrophage_immature,innate-lymphoid-cell,4.1038792915060185e-06,0.0006379307484998924,0.008728279267914259,M0,raw
19.0,24.0,macrophage_immature,macrophage,0.000814253904806661,0.12657233950262048,0.008728279267914259,M0,raw
19.0,24.0,macrophage_immature,macrophage_immature,0.0006868493291623352,0.10676783490344402,0.008728279267914259,M0,raw
19.0,24.0,macrophage_immature,neutrophil,0.0005993326365469898,0.09316373369561969,0.008728279267914259,M0,raw
19.0,24.0,macrophage_immature,non_specific_hematopoietic,7.981794622795325e-05,0.012407363512447915,0.008728279267914259,M0,raw
19.0,24.0,neutrophil,erythroblast,0.002492298643776937,0.04580515795456966,0.0738232714662473,M0,raw
19.0,24.0,neutrophil,hematopoietic_stem_and_progenitor_HSPC,0.001428340524837208,0.026251012701243866,0.0738232714662473,M0,raw
19.0,24.0,neutrophil,innate-lymphoid-cell,0.00031975252932170406,0.0058766292508822945,0.0738232714662473,M0,raw
19.0,24.0,neutrophil,macrophage,0.024926699474065117,0.45811982024969183,0.0738232714662473,M0,raw
19.0,24.0,neutrophil,macrophage_immature,0.016335396336216945,0.3002230135217633,0.0738232714662473,M0,raw
19.0,24.0,neutrophil,neutrophil,0.006812897942779728,0.12521206765352566,0.0738232714662473,M0,raw
19.0,24.0,neutrophil,non_specific_hematopoietic,0.002095487801504657,0.03851229866832339,0.0738232714662473,M0,raw
19.0,24.0,non_specific_hematopoietic,erythroblast,0.014513126752317293,0.26997989859101124,0.07293519514554052,M0,raw
19.0,24.0,non_specific_hematopoietic,hematopoietic_stem_and_progenitor_HSPC,0.022347795378091725,0.4157240292100749,0.07293519514554052,M0,raw
19.0,24.0,non_specific_hematopoietic,innate-lymphoid-cell,3.4844942774725496e-05,0.0006482017470995976,0.07293519514554052,M0,raw
19.0,24.0,non_specific_hematopoietic,macrophage,0.006269342853541262,0.1166252163794474,0.07293519514554052,M0,raw
19.0,24.0,non_specific_hematopoietic,macrophage_immature,0.005602980128675088,0.10422922866746284,0.07293519514554052,M0,raw
19.0,24.0,non_specific_hematopoietic,neutrophil,0.0041189565256598,0.07662273499546605,0.07293519514554052,M0,raw
19.0,24.0,non_specific_hematopoietic,non_specific_hematopoietic,0.000869276863979339,0.016170690409437926,0.07293519514554052,M0,raw
19.0,24.0,erythroblast,erythroblast,0.24056772007023114,0.6730841085801766,0.484982163384052,M1,raw
19.0,24.0,erythroblast,hematopoietic_stem_and_progenitor_HSPC,0.03478708395611605,0.09733073659205187,0.484982163384052,M1,raw
19.0,24.0,erythroblast,innate-lymphoid-cell,0.00022229086282728126,0.0006219473136626096,0.484982163384052,M1,raw
19.0,24.0,erythroblast,macrophage,0.025577364577196372,0.07156287481648188,0.484982163384052,M1,raw
19.0,24.0,erythroblast,macrophage_immature,0.028590582180831,0.07999355239911189,0.484982163384052,M1,raw
19.0,24.0,erythroblast,neutrophil,0.01102337003549266,0.030842272569748422,0.484982163384052,M1,raw
19.0,24.0,erythroblast,non_specific_hematopoietic,0.016642671127879868,0.046564507728766705,0.484982163384052,M1,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,erythroblast,0.01206807024083228,0.1684114687180066,0.09723529074827851,M1,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,hematopoietic_stem_and_progenitor_HSPC,0.012261635607904175,0.17111269825271885,0.09723529074827851,M1,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,innate-lymphoid-cell,0.00016559510982006032,0.002310901005776102,0.09723529074827851,M1,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,macrophage,0.019973040541073572,0.27872634357939496,0.09723529074827851,M1,raw
19.0,24.0,hematopoietic_stem_and_progenitor_HSPC,macrophage_immature,0.015982027742750708,0.22303124787438677,0.09723529074827851,M1,raw
